order_item_id,order_id,product_id,quantity,price_per_unit,total_price
181,89,462,3,1344,4032
182,89,23,3,1828,5484
183,90,203,2,230,460
184,91,219,3,1194,3582
185,91,411,4,1346,5384
186,91,288,2,1212,2424
187,92,280,1,1106,1106
188,93,242,5,1896,9480
189,93,148,3,1885,5655
190,93,165,4,567,2268
191,94,238,2,640,1280
192,95,232,2,595,1190
193,96,302,4,1908,7632
194,96,369,2,998,1996
195,96,243,5,970,4850
196,97,175,4,1872,7488
197,97,4,1,1906,1906
198,97,191,1,363,363
199,98,276,1,357,357
200,98,439,5,1214,6070
201,98,292,4,123,492
202,99,467,3,319,957
203,99,46,3,1595,4785
204,99,168,2,407,814
205,100,171,3,814,2442
206,100,425,1,469,469
207,101,455,2,1290,2580
208,102,281,1,1305,1305
209,103,395,2,1084,2168
210,103,201,3,1036,3108
211,104,220,3,567,1701
212,104,268,5,1265,6325
213,105,254,1,424,424
214,105,52,3,1582,4746
215,105,237,1,1788,1788
216,106,81,2,957,1914
217,106,303,1,1269,1269
218,107,333,2,941,1882
219,107,282,1,919,919
220,108,400,4,744,2976
221,108,37,3,1624,4872
222,109,36,5,931,4655
223,110,17,3,479,1437
224,110,17,5,479,2395
225,110,225,4,1039,4156
226,111,83,1,182,182
227,111,354,4,199,796
228,112,239,5,521,2605
229,113,355,2,458,916
230,114,62,5,454,2270
231,114,378,1,1000,1000
232,114,342,4,1189,4756
233,115,225,3,1039,3117
234,115,290,1,943,943
235,116,82,1,590,590
236,116,342,3,1189,3567
237,116,340,4,782,3128
238,117,83,1,182,182
239,117,196,1,1062,1062
240,118,45,3,1399,4197
241,118,59,4,1327,5308
242,118,226,3,1973,5919
243,119,458,5,1134,5670
244,119,161,2,716,1432
245,120,159,4,748,2992
246,120,53,1,1451,1451
247,121,244,5,55,275
248,122,309,2,1193,2386
249,122,153,4,415,1660
250,123,329,2,1451,2902
251,123,5,4,1749,6996
252,123,431,2,281,562
253,124,470,2,665,1330
254,125,146,2,1961,3922
255,126,49,5,253,1265
256,126,95,5,1668,8340
257,126,1,3,480,1440
258,127,89,4,1739,6956
259,127,421,2,542,1084
260,127,21,1,1275,1275
261,128,144,3,1452,4356
262,129,320,2,695,1390
263,130,445,3,1076,3228
264,130,120,4,1392,5568
265,131,206,2,1525,3050
266,131,360,1,1901,1901
267,132,179,4,1067,4268
268,132,33,1,340,340
269,132,242,4,1896,7584
270,133,433,1,446,446
271,133,113,4,1877,7508
272,133,382,4,802,3208
273,134,178,3,1849,5547
274,135,138,2,524,1048
275,136,213,2,1700,3400
276,137,283,3,1746,5238
277,137,414,3,1582,4746
278,138,401,4,1298,5192
279,139,49,2,253,506
280,139,210,3,673,2019
281,139,177,2,627,1254
282,140,286,4,1078,4312
283,140,43,4,479,1916
284,140,233,1,1761,1761
285,141,211,1,307,307
286,141,490,4,477,1908
287,142,57,4,581,2324
288,142,160,5,800,4000
289,142,255,2,1184,2368
290,143,348,4,544,2176
291,144,404,5,152,760
292,144,134,3,1944,5832
293,145,66,3,1331,3993
294,145,362,5,1046,5230
295,145,485,3,994,2982
296,146,382,2,802,1604
297,146,232,5,595,2975
298,147,9,3,1668,5004
299,147,282,4,919,3676
300,147,341,3,1766,5298
301,148,99,5,335,1675
302,149,171,3,814,2442
303,149,182,3,1640,4920
304,150,125,2,130,260
305,151,64,1,386,386
306,152,74,1,916,916
307,153,333,3,941,2823
308,154,431,3,281,843
309,154,139,4,1550,6200
310,154,95,4,1668,6672
311,155,474,4,1642,6568
312,156,249,4,1684,6736
313,156,127,3,210,630
314,156,406,3,909,2727
315,157,231,3,292,876
316,157,3,4,1858,7432
317,157,360,4,1901,7604
318,158,150,1,1751,1751
319,158,220,2,567,1134
320,159,59,5,1327,6635
321,159,134,4,1944,7776
322,159,251,2,1018,2036
323,160,411,1,1346,1346
324,160,423,2,543,1086
325,161,105,1,603,603
326,162,416,3,99,297
327,163,356,3,1885,5655
328,163,408,4,1119,4476
329,164,421,2,542,1084
330,165,75,4,1033,4132
331,166,172,4,1827,7308
332,167,56,3,908,2724
333,167,180,1,1841,1841
334,168,361,3,463,1389
335,169,115,2,713,1426
336,169,223,2,1719,3438
337,169,161,4,716,2864
338,170,499,3,975,2925
339,171,170,2,388,776
340,172,140,2,474,948
341,172,453,4,736,2944
342,173,412,2,178,356
343,173,352,4,931,3724
344,173,383,5,1495,7475
345,174,19,3,895,2685
346,175,255,4,1184,4736
347,175,334,5,1824,9120
348,176,372,2,1252,2504
349,176,214,2,1322,2644
350,176,14,1,355,355
351,177,323,4,1836,7344
352,177,113,2,1877,3754
353,177,477,4,1176,4704
354,178,33,4,340,1360
355,178,379,4,1024,4096
356,179,56,3,908,2724
357,179,133,1,608,608
358,179,172,5,1827,9135
359,180,393,5,1100,5500
360,181,357,2,1390,2780
361,181,386,1,218,218
362,182,340,1,782,782
363,182,263,3,1758,5274
364,182,155,4,923,3692
365,183,381,1,1179,1179
366,184,330,2,1307,2614
367,184,10,3,1930,5790
368,184,50,3,66,198
369,185,335,1,645,645
370,185,440,4,1992,7968
371,186,113,4,1877,7508
372,187,330,5,1307,6535
373,187,72,5,130,650
374,187,251,1,1018,1018
375,188,175,4,1872,7488
376,188,232,2,595,1190
377,188,209,1,1531,1531
378,189,16,2,116,232
379,189,395,5,1084,5420
380,190,249,3,1684,5052
381,190,91,1,211,211
382,190,497,5,1361,6805
383,191,370,4,423,1692
384,191,60,5,1294,6470
385,191,124,2,922,1844
386,192,193,2,1724,3448
387,192,477,1,1176,1176
388,193,231,3,292,876
389,193,376,3,244,732
390,193,419,4,802,3208
391,194,489,3,1376,4128
392,194,111,4,1297,5188
393,194,332,1,1468,1468
394,195,449,1,1106,1106
395,195,357,3,1390,4170
396,195,496,2,768,1536
397,196,269,2,691,1382
398,196,126,2,234,468
399,197,244,4,55,220
400,197,105,1,603,603
401,198,293,1,1418,1418
402,199,127,3,210,630
403,199,196,5,1062,5310
404,199,296,5,940,4700
405,200,267,4,1523,6092
406,200,250,3,737,2211
407,201,418,3,630,1890
408,201,318,4,506,2024
409,202,60,3,1294,3882
410,203,472,4,1753,7012
411,203,13,5,339,1695
412,204,126,4,234,936
413,204,351,3,256,768
414,205,404,5,152,760
415,205,80,1,1317,1317
416,205,446,4,1335,5340
417,206,198,1,306,306
418,206,50,4,66,264
419,207,356,1,1885,1885
420,207,165,3,567,1701
421,208,316,2,406,812
422,209,269,1,691,691
423,209,100,3,880,2640
424,209,228,2,1094,2188
425,210,486,4,711,2844
426,210,480,1,897,897
427,210,36,1,931,931
428,211,51,2,1195,2390
429,212,367,5,1656,8280
430,212,111,1,1297,1297
431,212,303,5,1269,6345
432,213,135,4,780,3120
433,213,221,3,46,138
434,214,463,4,1254,5016
435,214,16,1,116,116
436,214,404,4,152,608
437,215,181,4,384,1536
438,215,216,4,118,472
439,216,245,5,1776,8880
440,216,254,3,424,1272
441,216,337,2,1669,3338
442,217,134,1,1944,1944
443,217,131,1,1118,1118
444,217,425,3,469,1407
445,218,166,5,685,3425
446,218,437,5,464,2320
447,219,203,2,230,460
448,219,228,5,1094,5470
449,219,463,4,1254,5016
450,220,207,3,883,2649
451,221,288,3,1212,3636
452,221,480,5,897,4485
453,222,5,2,1749,3498
454,223,16,5,116,580
455,223,367,3,1656,4968
456,224,339,5,510,2550
457,225,424,4,1567,6268
458,225,389,2,1315,2630
459,226,466,1,1601,1601
460,227,493,4,1967,7868
461,227,63,1,1694,1694
462,228,144,1,1452,1452
463,228,318,4,506,2024
464,228,377,3,756,2268
465,229,116,1,983,983
466,229,341,2,1766,3532
467,230,487,3,561,1683
468,230,6,3,1466,4398
469,230,73,1,815,815
470,231,106,1,1023,1023
471,231,226,1,1973,1973
472,231,31,2,629,1258
473,232,41,2,1744,3488
474,233,118,3,875,2625
475,234,161,5,716,3580
476,234,405,1,85,85
477,234,465,3,1453,4359
478,235,158,3,1115,3345
479,235,108,3,50,150
480,235,70,3,739,2217
481,236,275,1,1647,1647
482,237,88,2,811,1622
483,237,162,5,1868,9340
484,238,254,2,424,848
485,238,324,4,797,3188
486,238,278,1,1725,1725
487,239,65,5,204,1020
488,240,276,2,357,714
489,240,470,3,665,1995
490,241,483,3,1699,5097
491,241,422,1,452,452
492,242,131,2,1118,2236
493,242,143,4,1998,7992
494,243,491,2,806,1612
495,243,489,5,1376,6880
496,244,150,2,1751,3502
497,244,356,2,1885,3770
498,245,353,5,316,1580
499,245,173,3,1437,4311
500,245,439,3,1214,3642
501,246,161,1,716,716
502,246,176,3,269,807
503,246,44,1,827,827
504,247,329,3,1451,4353
505,248,326,1,1373,1373
506,248,256,3,935,2805
507,248,283,2,1746,3492
508,249,51,1,1195,1195
509,249,99,4,335,1340
510,249,183,2,1977,3954
511,250,243,3,970,2910
512,250,172,5,1827,9135
513,251,261,4,1384,5536
514,251,425,4,469,1876
515,252,50,5,66,330
516,252,480,5,897,4485
517,252,432,4,1466,5864
518,253,38,3,1468,4404
519,253,306,2,496,992
520,254,388,4,1168,4672
521,254,188,4,1149,4596
522,255,162,4,1868,7472
523,255,25,4,1035,4140
524,255,465,3,1453,4359
525,256,408,3,1119,3357
526,256,293,4,1418,5672
527,256,398,2,90,180
528,257,472,1,1753,1753
529,257,254,3,424,1272
530,258,325,5,1009,5045
531,258,439,1,1214,1214
532,258,436,3,958,2874
533,259,205,4,835,3340
534,259,78,1,15,15
535,259,149,2,311,622
536,260,480,1,897,897
537,260,5,5,1749,8745
538,261,361,5,463,2315
539,261,177,5,627,3135
540,262,226,4,1973,7892
541,262,343,2,1823,3646
542,262,40,5,1512,7560
543,263,192,5,1084,5420
544,264,180,5,1841,9205
545,264,366,2,1371,2742
546,265,287,2,1470,2940
547,265,193,2,1724,3448
548,265,399,1,1157,1157
549,266,224,5,1881,9405
550,266,413,3,492,1476
551,267,48,3,393,1179
552,268,361,5,463,2315
553,268,420,1,666,666
554,269,359,1,1429,1429
555,270,335,4,645,2580
556,270,165,3,567,1701
557,271,37,2,1624,3248
558,271,125,4,130,520
559,271,88,1,811,811
560,272,182,1,1640,1640
561,273,135,2,780,1560
562,274,408,1,1119,1119
563,275,499,3,975,2925
564,275,393,3,1100,3300
565,275,215,5,687,3435
566,276,271,5,1646,8230
567,276,438,2,601,1202
568,276,302,5,1908,9540
569,277,155,1,923,923
570,277,320,5,695,3475
571,278,227,5,44,220
572,278,219,4,1194,4776
573,279,476,3,1170,3510
574,279,328,1,101,101
575,280,139,4,1550,6200
576,280,328,2,101,202
577,281,313,2,1331,2662
578,281,177,1,627,627
579,281,162,3,1868,5604
580,282,489,3,1376,4128
581,283,75,4,1033,4132
582,284,338,4,621,2484
583,284,396,5,842,4210
584,285,225,2,1039,2078
585,286,381,5,1179,5895
586,286,485,2,994,1988
587,287,202,3,1844,5532
588,287,240,5,1748,8740
589,288,320,2,695,1390
590,288,270,5,1453,7265
591,289,459,2,435,870
592,289,295,2,899,1798
593,290,330,5,1307,6535
594,291,26,4,161,644
595,292,403,5,1864,9320
596,293,204,3,386,1158
597,293,193,1,1724,1724
598,294,460,3,1761,5283
599,294,398,3,90,270
600,294,438,4,601,2404
601,295,479,3,349,1047
602,295,170,1,388,388
603,296,298,5,522,2610
604,296,127,3,210,630
605,297,412,1,178,178
606,297,244,3,55,165
607,298,116,4,983,3932
608,298,412,2,178,356
609,299,195,2,1153,2306
610,299,444,3,414,1242
611,299,329,4,1451,5804
612,300,245,5,1776,8880
613,300,193,1,1724,1724
614,300,34,5,449,2245
615,301,442,5,562,2810
616,302,189,5,499,2495
617,303,363,1,310,310
618,303,286,1,1078,1078
619,304,279,4,422,1688
620,304,395,3,1084,3252
621,305,359,5,1429,7145
622,305,326,2,1373,2746
623,305,371,1,160,160
624,306,60,3,1294,3882
625,306,352,1,931,931
626,307,424,1,1567,1567
627,307,146,5,1961,9805
628,308,332,1,1468,1468
629,308,359,2,1429,2858
630,308,225,4,1039,4156
631,309,357,3,1390,4170
632,310,353,3,316,948
633,310,329,3,1451,4353
634,311,415,3,387,1161
635,311,316,5,406,2030
636,312,475,2,272,544
637,313,453,2,736,1472
638,313,444,3,414,1242
639,313,470,3,665,1995
640,314,395,2,1084,2168
641,315,399,4,1157,4628
642,316,121,2,941,1882
643,316,385,2,331,662
644,316,27,5,1268,6340
645,317,371,4,160,640
646,317,105,5,603,3015
647,317,11,5,1102,5510
648,318,389,1,1315,1315
649,318,393,2,1100,2200
650,318,61,2,593,1186
651,319,207,1,883,883
652,320,481,1,555,555
653,321,157,4,1187,4748
654,321,193,2,1724,3448
655,321,230,5,1058,5290
656,322,98,4,863,3452
657,322,350,5,1151,5755
658,322,421,4,542,2168
659,323,379,3,1024,3072
660,323,463,5,1254,6270
661,324,491,5,806,4030
662,325,453,5,736,3680
663,325,95,3,1668,5004
664,325,192,3,1084,3252
665,326,51,4,1195,4780
666,326,442,1,562,562
667,326,131,5,1118,5590
668,327,149,4,311,1244
669,328,281,3,1305,3915
670,329,344,4,443,1772
671,329,498,5,340,1700
672,329,417,1,446,446
673,330,306,1,496,496
674,331,195,2,1153,2306
675,332,134,3,1944,5832
676,333,355,5,458,2290
677,334,500,2,1071,2142
678,334,23,4,1828,7312
679,334,136,4,1588,6352
680,335,339,3,510,1530
681,335,343,2,1823,3646
682,335,364,4,1496,5984
683,336,80,2,1317,2634
684,336,367,1,1656,1656
685,337,388,1,1168,1168
686,337,307,2,410,820
687,337,222,1,361,361
688,338,43,3,479,1437
689,339,212,5,1655,8275
690,339,356,1,1885,1885
691,340,244,5,55,275
692,341,4,1,1906,1906
693,341,407,1,846,846
694,341,484,1,384,384
695,342,162,2,1868,3736
696,342,266,1,851,851
697,343,144,4,1452,5808
698,344,396,1,842,842
699,344,184,4,1634,6536
700,345,476,2,1170,2340
701,346,351,5,256,1280
702,346,119,3,119,357
703,347,414,4,1582,6328
704,348,490,2,477,954
705,348,222,5,361,1805
706,349,317,3,1697,5091
707,350,183,5,1977,9885
708,350,201,3,1036,3108
709,350,438,1,601,601
710,351,119,3,119,357
711,351,31,5,629,3145
712,351,493,3,1967,5901
713,352,283,2,1746,3492
714,353,2,2,1096,2192
715,354,379,2,1024,2048
716,354,218,4,631,2524
717,354,67,5,1787,8935
718,355,141,4,1037,4148
719,355,357,2,1390,2780
720,355,294,2,1264,2528
721,356,31,5,629,3145
722,356,476,4,1170,4680
723,357,237,3,1788,5364
724,357,185,5,1219,6095
725,358,316,5,406,2030
726,358,128,2,321,642
727,359,298,2,522,1044
728,359,385,2,331,662
729,359,316,1,406,406
730,360,18,2,1403,2806
731,361,134,1,1944,1944
732,362,163,1,112,112
733,363,150,3,1751,5253
734,364,461,2,1491,2982
735,364,384,5,1140,5700
736,364,112,1,792,792
737,365,459,4,435,1740
738,365,256,3,935,2805
739,366,57,4,581,2324
740,366,471,2,1646,3292
741,366,491,5,806,4030
742,367,424,3,1567,4701
743,368,84,1,1446,1446
744,368,468,3,731,2193
745,369,80,1,1317,1317
746,369,342,2,1189,2378
747,370,476,3,1170,3510
748,370,341,4,1766,7064
749,370,156,5,1079,5395
750,371,97,5,629,3145
751,371,304,1,156,156
752,371,134,4,1944,7776
753,372,447,4,1996,7984
754,372,254,3,424,1272
755,372,371,1,160,160
756,373,363,2,310,620
757,374,456,5,1955,9775
758,374,173,3,1437,4311
759,375,401,1,1298,1298
760,375,292,4,123,492
761,375,461,3,1491,4473
762,376,395,2,1084,2168
763,376,152,5,94,470
764,376,81,1,957,957
765,377,477,4,1176,4704
766,378,52,2,1582,3164
767,378,282,4,919,3676
768,378,5,4,1749,6996
769,379,479,5,349,1745
770,379,465,3,1453,4359
771,379,425,5,469,2345
772,380,209,1,1531,1531
773,380,122,2,721,1442
774,380,247,4,1579,6316
775,381,68,1,108,108
776,382,93,3,306,918
777,383,11,1,1102,1102
778,383,28,2,97,194
779,383,373,4,1892,7568
780,384,5,5,1749,8745
781,384,471,1,1646,1646
782,384,463,4,1254,5016
783,385,233,1,1761,1761
784,385,201,5,1036,5180
785,386,33,5,340,1700
786,386,313,5,1331,6655
787,386,239,4,521,2084
788,387,6,3,1466,4398
789,388,211,5,307,1535
790,388,344,2,443,886
791,389,232,5,595,2975
792,389,489,1,1376,1376
793,390,283,1,1746,1746
794,390,217,4,1881,7524
795,391,394,1,513,513
796,392,52,4,1582,6328
797,392,310,1,1700,1700
798,393,325,1,1009,1009
799,393,225,2,1039,2078
800,394,212,1,1655,1655
801,394,125,3,130,390
802,395,430,2,1407,2814
803,396,423,4,543,2172
804,396,199,4,1129,4516
805,397,287,2,1470,2940
806,397,404,5,152,760
807,398,31,5,629,3145
808,398,491,4,806,3224
809,398,87,3,340,1020
810,399,81,3,957,2871
811,400,443,2,1610,3220
812,401,352,5,931,4655
813,401,298,3,522,1566
814,401,477,4,1176,4704
815,402,296,5,940,4700
816,402,185,3,1219,3657
817,402,192,5,1084,5420
818,403,53,4,1451,5804
819,404,202,2,1844,3688
820,405,229,3,1613,4839
821,405,140,3,474,1422
822,405,451,5,1866,9330
823,406,457,1,796,796
824,406,188,1,1149,1149
825,407,367,3,1656,4968
826,407,140,4,474,1896
827,407,417,1,446,446
828,408,461,5,1491,7455
829,408,134,3,1944,5832
830,408,333,5,941,4705
831,409,249,4,1684,6736
832,410,437,3,464,1392
833,410,124,5,922,4610
834,410,205,4,835,3340
835,411,310,2,1700,3400
836,411,80,3,1317,3951
837,411,447,2,1996,3992
838,412,426,5,173,865
839,413,47,3,1940,5820
840,413,216,1,118,118
841,414,109,4,1990,7960
842,415,139,1,1550,1550
843,415,441,5,1241,6205
844,415,465,1,1453,1453
845,416,480,3,897,2691
846,417,384,1,1140,1140
847,417,300,2,1390,2780
848,418,156,5,1079,5395
849,418,225,3,1039,3117
850,418,450,5,1191,5955
851,419,420,2,666,1332
852,419,483,3,1699,5097
853,420,117,5,1856,9280
854,421,493,4,1967,7868
855,421,433,4,446,1784
856,421,250,1,737,737
857,422,87,5,340,1700
858,422,168,1,407,407
859,422,41,3,1744,5232
860,423,11,5,1102,5510
861,423,391,2,1271,2542
862,423,15,4,361,1444
863,424,276,2,357,714
864,425,44,5,827,4135
865,425,70,5,739,3695
866,425,115,3,713,2139
867,426,244,3,55,165
868,426,327,1,1003,1003
869,427,155,3,923,2769
870,428,121,4,941,3764
871,429,88,1,811,811
872,429,124,3,922,2766
873,429,370,3,423,1269
874,430,402,1,310,310
875,430,167,5,56,280
876,431,156,3,1079,3237
877,431,216,3,118,354
878,431,12,2,1057,2114
879,432,211,5,307,1535
880,432,215,5,687,3435
881,432,487,4,561,2244
882,433,117,3,1856,5568
883,433,161,1,716,716
884,434,236,3,974,2922
885,434,364,3,1496,4488
886,434,375,5,1977,9885
887,435,225,3,1039,3117
888,435,84,5,1446,7230
889,435,86,1,1228,1228
890,436,279,5,422,2110
891,437,210,4,673,2692
892,437,295,4,899,3596
893,438,242,3,1896,5688
894,439,181,2,384,768
895,439,112,5,792,3960
896,439,367,5,1656,8280
897,440,81,1,957,957
898,441,113,2,1877,3754
899,441,265,4,343,1372
900,441,296,1,940,940
901,442,219,5,1194,5970
902,442,281,1,1305,1305
903,442,283,3,1746,5238
904,443,126,1,234,234
905,443,108,1,50,50
906,444,53,5,1451,7255
907,444,350,5,1151,5755
908,444,297,5,217,1085
909,445,180,3,1841,5523
910,446,340,2,782,1564
911,446,237,4,1788,7152
912,447,53,2,1451,2902
913,448,387,1,724,724
914,448,33,5,340,1700
915,449,283,5,1746,8730
916,449,166,4,685,2740
917,450,355,1,458,458
918,450,430,2,1407,2814
919,450,76,5,37,185
920,451,499,3,975,2925
921,451,297,3,217,651
922,451,300,1,1390,1390
923,452,355,1,458,458
924,452,227,2,44,88
925,453,50,5,66,330
926,454,301,5,1098,5490
927,454,134,1,1944,1944
928,455,336,1,861,861
929,455,22,5,401,2005
930,456,76,2,37,74
931,456,133,3,608,1824
932,457,58,1,988,988
933,457,73,5,815,4075
934,457,123,2,1676,3352
935,458,179,3,1067,3201
936,459,240,3,1748,5244
937,459,494,1,1634,1634
938,459,336,1,861,861
939,460,237,3,1788,5364
940,460,146,3,1961,5883
941,460,437,4,464,1856
942,461,25,1,1035,1035
943,461,149,2,311,622
944,461,269,4,691,2764
945,462,417,1,446,446
946,462,240,5,1748,8740
947,463,66,3,1331,3993
948,464,322,5,242,1210
949,465,467,2,319,638
950,465,73,4,815,3260
951,466,448,5,608,3040
952,466,452,4,269,1076
953,467,464,2,1005,2010
954,467,377,3,756,2268
955,467,469,1,355,355
956,468,366,2,1371,2742
957,468,115,3,713,2139
958,469,348,2,544,1088
959,469,91,4,211,844
960,469,70,3,739,2217
961,470,232,4,595,2380
962,470,82,4,590,2360
963,470,411,4,1346,5384
964,471,294,2,1264,2528
965,472,127,3,210,630
966,473,498,3,340,1020
967,473,4,2,1906,3812
968,474,141,4,1037,4148
969,475,492,2,90,180
970,475,407,5,846,4230
971,476,219,2,1194,2388
972,477,416,3,99,297
973,478,225,2,1039,2078
974,479,110,4,944,3776
975,479,15,1,361,361
976,479,33,1,340,340
977,480,188,5,1149,5745
978,480,260,2,1198,2396
979,480,457,4,796,3184
980,481,433,1,446,446
981,481,4,4,1906,7624
982,482,359,2,1429,2858
983,482,166,4,685,2740
984,482,407,1,846,846
985,483,390,3,1058,3174
986,483,448,5,608,3040
987,484,13,4,339,1356
988,484,232,2,595,1190
989,485,457,5,796,3980
990,485,362,3,1046,3138
991,485,288,3,1212,3636
992,486,216,3,118,354
993,486,336,5,861,4305
994,487,397,2,1672,3344
995,488,311,1,1777,1777
996,488,192,2,1084,2168
997,488,472,3,1753,5259
998,489,110,3,944,2832
999,489,254,2,424,848
1000,490,322,4,242,968
1001,490,249,3,1684,5052
1002,491,86,3,1228,3684
1003,492,401,5,1298,6490
1004,492,152,2,94,188
1005,493,275,1,1647,1647
1006,494,253,4,24,96
1007,494,239,5,521,2605
1008,495,245,3,1776,5328
1009,495,52,4,1582,6328
1010,496,496,1,768,768
1011,496,487,1,561,561
1012,497,73,4,815,3260
1013,497,303,3,1269,3807
1014,497,457,5,796,3980
1015,498,115,5,713,3565
1016,499,72,5,130,650
1017,499,489,3,1376,4128
1018,500,66,4,1331,5324
1019,501,263,3,1758,5274
1020,502,158,5,1115,5575
1021,502,190,4,1950,7800
1022,502,105,1,603,603
1023,503,7,1,958,958
1024,504,113,4,1877,7508
1025,504,459,4,435,1740
1026,505,465,2,1453,2906
1027,505,31,3,629,1887
1028,506,326,1,1373,1373
1029,506,209,1,1531,1531
1030,507,487,5,561,2805
1031,507,428,3,1919,5757
1032,507,185,3,1219,3657
1033,508,58,4,988,3952
1034,508,126,3,234,702
1035,509,246,1,1260,1260
1036,509,156,5,1079,5395
1037,509,24,3,575,1725
1038,510,332,3,1468,4404
1039,511,437,2,464,928
1040,511,218,3,631,1893
1041,511,440,3,1992,5976
1042,512,468,1,731,731
1043,512,129,5,1929,9645
1044,512,398,5,90,450
1045,513,213,4,1700,6800
1046,514,403,3,1864,5592
1047,514,197,4,1796,7184
